"Name","test_score","fold","multimodal_state","model","dataset","Created","Runtime","State","e5_model_name","git","Sweep"
"light_REG_TEXT_RAMEN_RATINGS_all_0","0.12213163338254107","0","all","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:20:40.000Z","99","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_all_1","0.22259436378424535","1","all","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:22:37.000Z","99","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_all_2","0.10115832044047102","2","all","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:23:13.000Z","22","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_all_3","0.20869887663181463","3","all","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:26:46.000Z","47","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_all_4","0.22465025308358788","4","all","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:27:27.000Z","23","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_no_text_0","0.06002348232615695","0","no_text","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:20:19.000Z","1","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_no_text_1","0.14948103922099543","1","no_text","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:22:21.000Z","1","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_no_text_2","0.0748795830982174","2","no_text","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:24:23.000Z","1","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_no_text_3","0.045194835842880865","3","no_text","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:26:30.000Z","1","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_no_text_4","0.10326863847518475","4","no_text","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:28:31.000Z","1","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_text_only_0","0.10813719191183524","0","text_only","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:20:30.000Z","67","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_text_only_1","0.1936815821053396","1","text_only","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:20:56.000Z","22","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_text_only_2","0.11393463552778504","2","text_only","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:24:31.000Z","99","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_text_only_3","0.1580123928632592","3","text_only","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:25:19.000Z","22","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"light_REG_TEXT_RAMEN_RATINGS_text_only_4","0.16614267712666175","4","text_only","LightGBM 💡","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:28:48.000Z","99","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_all_0","0.09690989862857768","0","all","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:19:36.000Z","23","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_all_1","0.2433414770872535","1","all","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:21:54.000Z","23","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_all_2","0.11405426898248971","2","all","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:24:06.000Z","23","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_all_3","0.22567734578513932","3","all","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:27:29.000Z","70","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_all_4","0.2564500398091727","4","all","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:28:10.000Z","23","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_no_text_0","0.06569977563541762","0","no_text","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:20:59.000Z","3","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_no_text_1","0.15013717587828435","1","no_text","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:21:32.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_no_text_2","0.07071903562769732","2","no_text","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:23:49.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_no_text_3","0.07996811318368391","3","no_text","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:27:07.000Z","3","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_no_text_4","0.12184773588267428","4","no_text","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:29:19.000Z","3","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_text_only_0","0.14341046294508675","0","text_only","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:21:04.000Z","61","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_text_only_1","0.20746264267184567","1","text_only","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:23:04.000Z","102","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_text_only_2","0.08006601035213401","2","text_only","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:25:28.000Z","68","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_text_only_3","0.1535520747035367","3","text_only","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:25:56.000Z","22","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_REG_TEXT_RAMEN_RATINGS_text_only_4","0.20875867583409002","4","text_only","TabM Ⓜ️","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:29:26.000Z","68","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_all_0","0.11428936296491288","0","all","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:21:42.000Z","55","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_all_1","0.15064120382273183","1","all","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:24:00.000Z","79","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_all_2","0.10353525196976276","2","all","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:25:56.000Z","79","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_all_3","0.1381026512533542","3","all","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:27:51.000Z","78","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_all_4","0.22189991697875355","4","all","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:30:01.000Z","80","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_no_text_0","0.05185470757977839","0","no_text","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:21:20.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_no_text_1","0.09156566662729237","1","no_text","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:23:41.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_no_text_2","0.05144539908768242","2","no_text","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:25:34.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_no_text_3","0.06857130468257255","3","no_text","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:27:30.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_no_text_4","0.10882377934294496","4","no_text","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:29:40.000Z","3","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_text_only_0","0.0939489159632334","0","text_only","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:20:13.000Z","27","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_text_only_1","0.14704495875884704","1","text_only","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:23:48.000Z","81","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_text_only_2","0.0987671053493393","2","text_only","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:25:41.000Z","69","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_text_only_3","0.12871611726145382","3","text_only","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:27:50.000Z","55","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_text_only_4","0.18126854294227135","4","text_only","TabPFN-v2 🤯","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:29:48.000Z","69","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_all_0","0.1731231878997631","0","all","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:22:13.000Z","75","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_all_1","0.26017723513314106","1","all","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:24:17.000Z","66","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_all_2","0.1716789359401134","2","all","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:26:26.000Z","110","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_all_3","0.19545562988197207","3","all","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:28:24.000Z","66","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_all_4","0.2986613683916275","4","all","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:30:28.000Z","53","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_no_text_0","0.055063306026801095","0","no_text","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:21:53.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_no_text_1","0.13144375092296356","1","no_text","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:24:02.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_no_text_2","0.06578532135296766","2","no_text","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:26:09.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_no_text_3","0.06391533195807597","3","no_text","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T14:16:39.000Z","2","finished","intfloat/e5-small-v2","0e19d58",""
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_no_text_4","0.12950373633618584","4","no_text","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:30:11.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_text_only_0","0.1862689613433809","0","text_only","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T02:22:11.000Z","73","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_text_only_1","0.25131186453425547","1","text_only","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T14:14:08.000Z","73","finished","intfloat/e5-small-v2","0e19d58",""
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_text_only_2","0.14753145453064764","2","text_only","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T13:35:22.000Z","23","finished","intfloat/e5-small-v2","0e19d58",""
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_text_only_3","0.1839451244998801","3","text_only","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T14:16:34.000Z","74","finished","intfloat/e5-small-v2","0e19d58",""
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_text_only_4","0.25482570095099444","4","text_only","TabPFN-v2p5 🇩🇪","REG_TEXT_RAMEN_RATINGS","2026-09-03T14:10:22.000Z","66","finished","intfloat/e5-small-v2","0e19d58",""
