"Name","test_score","fold","multimodal_state","model","dataset","Created","Runtime","State","e5_model_name","git","Sweep"
"tabm_MUL_TEXT_KOREAN_DRAMA_all_4","0.6968014535574962","4","all","TabM Ⓜ️","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:17:47.000Z","60","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_MUL_TEXT_KOREAN_DRAMA_no_text_0","0.6215846861283655","0","no_text","TabM Ⓜ️","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:06:23.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_MUL_TEXT_KOREAN_DRAMA_no_text_1","0.6476300948475412","1","no_text","TabM Ⓜ️","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:09:48.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_MUL_TEXT_KOREAN_DRAMA_no_text_2","0.6621840839801071","2","no_text","TabM Ⓜ️","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:11:29.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_MUL_TEXT_KOREAN_DRAMA_no_text_3","0.6537474616060928","3","no_text","TabM Ⓜ️","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:15:16.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_MUL_TEXT_KOREAN_DRAMA_no_text_4","0.611344969917969","4","no_text","TabM Ⓜ️","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:17:25.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_MUL_TEXT_KOREAN_DRAMA_text_only_0","0.6791145592732433","0","text_only","TabM Ⓜ️","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:06:25.000Z","73","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_MUL_TEXT_KOREAN_DRAMA_text_only_1","0.7098875816095571","1","text_only","TabM Ⓜ️","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:08:29.000Z","28","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_MUL_TEXT_KOREAN_DRAMA_text_only_2","0.7026116651346259","2","text_only","TabM Ⓜ️","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:13:04.000Z","60","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_MUL_TEXT_KOREAN_DRAMA_text_only_3","0.6815461573616438","3","text_only","TabM Ⓜ️","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:15:32.000Z","73","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabm_MUL_TEXT_KOREAN_DRAMA_text_only_4","0.7237163304274412","4","text_only","TabM Ⓜ️","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:17:34.000Z","123","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_all_0","0.7257129042274653","0","all","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:07:55.000Z","82","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_all_1","0.7504061335943966","1","all","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:11:06.000Z","134","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_all_2","0.7400633809895765","2","all","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:13:37.000Z","82","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_all_3","0.7017366034742633","3","all","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:16:01.000Z","68","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_all_4","0.7326047025923506","4","all","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:17:10.000Z","39","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_no_text_0","0.6388709061329714","0","no_text","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:05:21.000Z","3","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_no_text_1","0.6452186077967583","1","no_text","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:09:11.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_no_text_2","0.680970110415561","2","no_text","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:13:15.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_no_text_3","0.6968584166432217","3","no_text","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:15:41.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_no_text_4","0.6342655218485589","4","no_text","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:16:50.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_text_only_0","0.7116068366420246","0","text_only","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:05:41.000Z","40","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_text_only_1","0.7515994348453593","1","text_only","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:09:32.000Z","39","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_text_only_2","0.7254667714126264","2","text_only","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:13:25.000Z","117","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_text_only_3","0.6990397585031158","3","text_only","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:14:16.000Z","35","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2_MUL_TEXT_KOREAN_DRAMA_text_only_4","0.7344077865491404","4","text_only","TabPFN-v2 🤯","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:18:30.000Z","82","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_all_0","0.7324535246766305","0","all","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:08:24.000Z","65","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_all_1","0.7537218930880423","1","all","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:11:36.000Z","80","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_all_2","0.7391400093920573","2","all","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:13:59.000Z","131","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_all_3","0.7135095929026934","3","all","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:16:48.000Z","131","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_all_4","0.7315933385853255","4","all","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:19:15.000Z","131","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_no_text_0","0.63592137216217","0","no_text","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:08:02.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_no_text_1","0.6522039097720521","1","no_text","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:11:23.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_no_text_2","0.668633968646972","2","no_text","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:13:38.000Z","3","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_no_text_3","0.7009772820262123","3","no_text","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:16:26.000Z","3","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_no_text_4","0.6276363198687077","4","no_text","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:19:11.000Z","2","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_text_only_0","0.7186726805021931","0","text_only","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T14:00:33.000Z","66","finished","intfloat/e5-small-v2","0e19d58",""
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_text_only_1","0.7523194243500191","1","text_only","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:11:38.000Z","90","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_text_only_2","0.7161225023043343","2","text_only","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T14:12:25.000Z","90","finished","intfloat/e5-small-v2","0e19d58",""
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_text_only_3","0.7043394888682659","3","text_only","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T13:59:12.000Z","67","finished","intfloat/e5-small-v2","0e19d58",""
"tabpfnv2p5_MUL_TEXT_KOREAN_DRAMA_text_only_4","0.7373610125805322","4","text_only","TabPFN-v2p5 🇩🇪","MUL_TEXT_KOREAN_DRAMA","2026-09-03T01:19:04.000Z","65","finished","intfloat/e5-small-v2","0e19d58","asuqv7o0"
